,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
14129,OK310502,Unassigned,Unassigned,Unassigned,1074_3,Clustered,16,VC_1074_3,16,0.2457,1.0,0.2457,0,0,0,0.9917
14130,OK310503,Unassigned,Unassigned,Unassigned,1168_0,Clustered,23,VC_1168_0,23,0.7272,1.0,0.7272,0,0,0,1.0
14131,OK310504,Unassigned,Unassigned,Unassigned,1329_0,Clustered,72,VC_1329_0,72,1.0,0.0,0.0,0,0,0,1.0
14132,OK310505,Unassigned,Unassigned,Unassigned,242_0,Clustered,69,VC_242_0,69,0.7874,1.0,0.7874,0,0,0,1.0
14133,OK310506,Unassigned,Unassigned,Unassigned,1230_0,Clustered,78,VC_1230_0,78,0.774,1.0,0.774,0,0,0,1.0
14134,OK310512,Unassigned,Unassigned,Unassigned,844_0,Clustered,65,VC_844_0,65,0.9588,1.0,0.9588,0,0,0,1.0
14135,OK310513,Unassigned,Unassigned,Unassigned,844_0,Clustered,65,VC_844_0,65,0.9588,1.0,0.9588,0,0,0,1.0
14136,OK310514,Unassigned,Unassigned,Unassigned,844_0,Clustered,65,VC_844_0,65,0.9588,1.0,0.9588,0,0,0,1.0
14137,OK318957,Unassigned,Unassigned,Unassigned,1328_0,Clustered,19,VC_1328_0,19,0.982,1.0,0.982,0,0,0,1.0
14138,OK318958,Unassigned,Unassigned,Unassigned,1229_0,Clustered,39,VC_1229_0,39,1.0,0.0,0.0,0,0,0,1.0
14139,OK318959,Unassigned,Unassigned,Unassigned,541_0,Clustered,75,VC_541_0,75,0.9419,1.0,0.9419,0,0,0,1.0
14140,OK318960,Unassigned,Unassigned,Unassigned,537_0,Clustered,36,VC_537_0,36,0.9691,1.0,0.9691,0,0,0,1.0
14141,OK318961,Unassigned,Unassigned,Unassigned,1167_0,Clustered,26,VC_1167_0,26,0.4516,1.0,0.4516,0,0,0,1.0
14142,OK318991,Unassigned,Unassigned,Unassigned,89_0,Clustered,4,VC_89_0,4,0.3563,0.99996596,0.3562,0,0,0,1.0
14143,OK319016,Unassigned,Unassigned,Unassigned,73_0,Clustered,24,VC_73_0,24,0.5867,1.0,0.5867,0,0,0,1.0
14144,OK322699,Unassigned,Unassigned,Unassigned,140_33,Clustered,12,VC_140_33,12,0.0665,1.0,0.0665,0,0,0,0.8636
14145,OK330455,Unassigned,Unassigned,Unassigned,760_0,Clustered,41,VC_760_0,41,0.8412,1.0,0.8412,0,0,0,1.0
14146,OK330456,Unassigned,Unassigned,Unassigned,760_0,Clustered,41,VC_760_0,41,0.8412,1.0,0.8412,0,0,0,1.0
14147,OK335775,Unassigned,Unassigned,Unassigned,293_6,Clustered,15,VC_293_6,15,0.1604,1.0,0.1604,0,0,0,0.8762
14148,OK335783,Unassigned,Unassigned,Unassigned,73_0,Clustered,24,VC_73_0,24,0.5867,1.0,0.5867,0,0,0,1.0
14149,OK338687,Unassigned,Unassigned,Unassigned,1441_0,Clustered,2,VC_1441_0,2,1.0,0.0,0.0,0,0,0,1.0
14150,OK340817,Unassigned,Unassigned,Unassigned,1043_0,Clustered,23,VC_1043_0,23,0.9606,1.0,0.9606,0,0,0,1.0
14151,OK340818,Unassigned,Unassigned,Unassigned,1043_0,Clustered,23,VC_1043_0,23,0.9606,1.0,0.9606,0,0,0,1.0
14152,OK340819,Unassigned,Unassigned,Unassigned,1043_0,Clustered,23,VC_1043_0,23,0.9606,1.0,0.9606,0,0,0,1.0
14153,OK340820,Unassigned,Unassigned,Unassigned,1161_0,Clustered,24,VC_1161_0,24,1.0,0.0,0.0,0,0,0,1.0
14154,OK340821,Unassigned,Unassigned,Unassigned,1161_0,Clustered,24,VC_1161_0,24,1.0,0.0,0.0,0,0,0,1.0
14155,OK340822,Unassigned,Unassigned,Unassigned,1161_0,Clustered,24,VC_1161_0,24,1.0,0.0,0.0,0,0,0,1.0
14156,OK349506,Unassigned,Unassigned,Unassigned,846_0,Clustered,20,VC_846_0,20,0.9252,1.0,0.9252,0,0,0,1.0
14157,OK349507,Unassigned,Unassigned,Unassigned,635_0,Clustered,4,VC_635_0,4,0.1716,0.99997392,0.1716,0,0,0,1.0
14158,OK412919,Unassigned,Unassigned,Unassigned,985_1,Clustered,26,VC_985_1,26,0.7022,1.0,0.7022,0,0,0,1.0
14159,OK483199,Unassigned,Unassigned,Unassigned,904_2,Clustered,6,VC_904_2,6,0.2673,1.0,0.2673,0,0,0,1.0
14160,OK483201,Unassigned,Unassigned,Unassigned,885_0,Clustered,18,VC_885_0,18,0.9909,1.0,0.9909,0,0,0,1.0
14161,OK483342,Unassigned,Unassigned,Unassigned,330_0,Clustered,10,VC_330_0,10,0.3752,1.0,0.3752,0,0,0,1.0
14162,OK490394,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14163,OK490395,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14164,OK490396,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14165,OK490397,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14166,OK490398,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14167,OK490399,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14168,OK490400,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14169,OK490401,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14170,OK490402,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14171,OK490403,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14172,OK490404,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14173,OK490405,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14174,OK490406,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14175,OK490407,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14176,OK490408,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
14177,OK490409,Unassigned,Unassigned,Unassigned,182_0,Clustered,2,VC_182_0,2,0.0378,0.91265989,0.0345,0,0,0,1.0
14178,OK490410,Unassigned,Unassigned,Unassigned,36_0,Clustered,9,VC_36_0,9,0.343,1.0,0.343,0,0,0,0.8056
14179,OK490411,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14180,OK490412,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14181,OK490413,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14182,OK490414,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14183,OK490415,Unassigned,Unassigned,Unassigned,36_0,Clustered,9,VC_36_0,9,0.343,1.0,0.343,0,0,0,0.8056
14184,OK490416,Unassigned,Unassigned,Unassigned,36_0,Clustered,9,VC_36_0,9,0.343,1.0,0.343,0,0,0,0.8056
14185,OK490417,Unassigned,Unassigned,Unassigned,504_0,Clustered,19,VC_504_0,19,0.7805,1.0,0.7805,0,0,0,1.0
14186,OK490418,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14187,OK490420,Unassigned,Unassigned,Unassigned,254_0,Clustered,12,VC_254_0,12,0.7488,1.0,0.7488,0,0,0,1.0
14188,OK490422,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14189,OK490423,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14190,OK490424,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14191,OK490425,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14192,OK490426,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14193,OK490427,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14194,OK490428,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14195,OK490429,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14196,OK490430,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14197,OK490431,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14198,OK490432,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14199,OK490433,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14200,OK490434,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14201,OK490435,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14202,OK490436,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14203,OK490437,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14204,OK490438,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14205,OK490439,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14206,OK490440,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14207,OK490441,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14208,OK490442,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14209,OK490443,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14210,OK490444,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14211,OK490445,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14212,OK490446,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14213,OK490447,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14214,OK490448,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14215,OK490449,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14216,OK490450,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14217,OK490451,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14218,OK490452,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14219,OK490453,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14220,OK490454,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14221,OK490455,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14222,OK490456,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14223,OK490457,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
14224,OK490458,Unassigned,Unassigned,Unassigned,251_0,Clustered,12,VC_251_0,12,0.4053,1.0,0.4053,0,0,0,1.0
14225,OK490459,Unassigned,Unassigned,Unassigned,57_0,Clustered,32,VC_57_0,32,0.9129,1.0,0.9129,0,0,0,1.0
14226,OK490460,Unassigned,Unassigned,Unassigned,250_0,Clustered,5,VC_250_0,5,0.4322,0.99999993,0.4322,0,0,0,1.0
14227,OK490461,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
14228,OK490463,Unassigned,Unassigned,Unassigned,250_0,Clustered,5,VC_250_0,5,0.4322,0.99999993,0.4322,0,0,0,1.0
14229,OK490464,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
14230,OK490466,Unassigned,Unassigned,Unassigned,250_0,Clustered,5,VC_250_0,5,0.4322,0.99999993,0.4322,0,0,0,1.0
14231,OK490467,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
14232,OK490469,Unassigned,Unassigned,Unassigned,250_0,Clustered,5,VC_250_0,5,0.4322,0.99999993,0.4322,0,0,0,1.0
14233,OK490470,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
14234,OK490472,Unassigned,Unassigned,Unassigned,250_0,Clustered,5,VC_250_0,5,0.4322,0.99999993,0.4322,0,0,0,1.0
14235,OK490473,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
14236,OK490494,Unassigned,Unassigned,Unassigned,77_0,Clustered,12,VC_77_0,12,0.4158,1.0,0.4158,0,0,0,1.0
14237,OK499971,Unassigned,Unassigned,Unassigned,36_1,Clustered/Singleton,1,VC_36_1,1,0.0,0.0,0.0,0,0,0,1.0
14238,OK499972,Unassigned,Unassigned,Unassigned,503_2,Clustered,5,VC_503_2,5,0.1745,0.99999549,0.1745,0,0,0,0.7
14239,OK499973,Unassigned,Unassigned,Unassigned,607_0,Clustered,26,VC_607_0,26,0.7642,1.0,0.7642,0,0,0,1.0
14240,OK499974,Unassigned,Unassigned,Unassigned,615_0,Clustered,13,VC_615_0,13,0.4863,1.0,0.4863,0,0,0,1.0
14241,OK499975,Unassigned,Unassigned,Unassigned,615_0,Clustered,13,VC_615_0,13,0.4863,1.0,0.4863,0,0,0,1.0
14242,OK499976,Unassigned,Unassigned,Unassigned,886_1,Clustered,12,VC_886_1,12,0.246,1.0,0.246,0,0,0,1.0
14243,OK499977,Unassigned,Unassigned,Unassigned,190_0,Clustered,4,VC_190_0,4,0.0663,0.99988769,0.0663,0,0,0,1.0
14244,OK499978,Unassigned,Unassigned,Unassigned,126_1,Clustered,20,VC_126_1,20,0.7837,1.0,0.7837,0,0,0,1.0
14245,OK499979,Unassigned,Unassigned,Unassigned,19_0,Clustered,16,VC_19_0,16,0.7577,1.0,0.7577,0,0,0,1.0
14246,OK499980,Unassigned,Unassigned,Unassigned,518_0,Clustered,33,VC_518_0,33,0.5064,1.0,0.5064,0,0,0,0.9716
14247,OK499981,Unassigned,Unassigned,Unassigned,518_0,Clustered,33,VC_518_0,33,0.5064,1.0,0.5064,0,0,0,0.9716
14248,OK499983,Unassigned,Unassigned,Unassigned,190_0,Clustered,4,VC_190_0,4,0.0663,0.99988769,0.0663,0,0,0,1.0
14249,OK499984,Unassigned,Unassigned,Unassigned,607_0,Clustered,26,VC_607_0,26,0.7642,1.0,0.7642,0,0,0,1.0
14250,OK499985,Unassigned,Unassigned,Unassigned,844_0,Clustered,65,VC_844_0,65,0.9588,1.0,0.9588,0,0,0,1.0
14251,OK499986,Unassigned,Unassigned,Unassigned,615_0,Clustered,13,VC_615_0,13,0.4863,1.0,0.4863,0,0,0,1.0
14252,OK499987,Unassigned,Unassigned,Unassigned,503_2,Clustered,5,VC_503_2,5,0.1745,0.99999549,0.1745,0,0,0,0.7
14253,OK499988,Unassigned,Unassigned,Unassigned,844_0,Clustered,65,VC_844_0,65,0.9588,1.0,0.9588,0,0,0,1.0
14254,OK499989,Unassigned,Unassigned,Unassigned,520_0,Clustered,3,VC_520_0,3,0.0442,0.99711854,0.0441,0,0,0,1.0
14255,OK499990,Unassigned,Unassigned,Unassigned,886_1,Clustered,12,VC_886_1,12,0.246,1.0,0.246,0,0,0,1.0
14256,OK499991,Unassigned,Unassigned,Unassigned,503_1,Clustered,2,VC_503_1,2,0.0393,0.82024261,0.0322,0,0,0,1.0
14257,OK499992,Unassigned,Unassigned,Unassigned,503_3,Clustered/Singleton,1,VC_503_3,1,0.0,0.0,0.0,0,0,0,1.0
14258,OK499993,Unassigned,Unassigned,Unassigned,844_0,Clustered,65,VC_844_0,65,0.9588,1.0,0.9588,0,0,0,1.0
14259,OK499994,Unassigned,Unassigned,Unassigned,503_2,Clustered,5,VC_503_2,5,0.1745,0.99999549,0.1745,0,0,0,0.7
14260,OK499995,Unassigned,Unassigned,Unassigned,968_0,Clustered,3,VC_968_0,3,0.3762,0.99676905,0.3749,0,0,0,1.0
14261,OK499996,Unassigned,Unassigned,Unassigned,518_0,Clustered,33,VC_518_0,33,0.5064,1.0,0.5064,0,0,0,0.9716
14262,OK499997,Unassigned,Unassigned,Unassigned,518_0,Clustered,33,VC_518_0,33,0.5064,1.0,0.5064,0,0,0,0.9716
14263,OK499998,Unassigned,Unassigned,Unassigned,615_0,Clustered,13,VC_615_0,13,0.4863,1.0,0.4863,0,0,0,1.0
14264,OK499999,Unassigned,Unassigned,Unassigned,19_0,Clustered,16,VC_19_0,16,0.7577,1.0,0.7577,0,0,0,1.0
14265,OK500000,Unassigned,Unassigned,Unassigned,615_0,Clustered,13,VC_615_0,13,0.4863,1.0,0.4863,0,0,0,1.0
14266,OK500001,Unassigned,Unassigned,Unassigned,887_0,Clustered,28,VC_887_0,28,0.6205,1.0,0.6205,0,0,0,0.9841
14267,OK500002,Unassigned,Unassigned,Unassigned,677_0,Clustered,3,VC_677_0,3,0.1485,0.94995049,0.1411,0,0,0,0.6667
14268,OK523998,Unassigned,Unassigned,Unassigned,90_0,Clustered,41,VC_90_0,41,0.8494,1.0,0.8494,0,0,0,1.0
14269,OK523999,Unassigned,Unassigned,Unassigned,90_0,Clustered,41,VC_90_0,41,0.8494,1.0,0.8494,0,0,0,1.0
14270,OK539620,Unassigned,Unassigned,Unassigned,654_0,Clustered,41,VC_654_0,41,0.7179,1.0,0.7179,0,0,0,1.0
14271,OK539824,Unassigned,Unassigned,Unassigned,455_0,Clustered,38,VC_455_0,38,0.9392,1.0,0.9392,0,0,0,1.0
14272,OK539825,Unassigned,Unassigned,Unassigned,760_0,Clustered,41,VC_760_0,41,0.8412,1.0,0.8412,0,0,0,1.0
14273,OK539826,Unassigned,Unassigned,Unassigned,80_0,Clustered,37,VC_80_0,37,0.9453,1.0,0.9453,0,0,0,1.0
14274,OK539913,Unassigned,Unassigned,Unassigned,332_0,Clustered,27,VC_332_0,27,0.5112,1.0,0.5112,0,0,0,0.8689
14275,OK546191,Unassigned,Unassigned,Unassigned,707_0,Clustered,67,VC_707_0,67,0.9331,1.0,0.9331,0,0,0,1.0
14276,OK562429,Unassigned,Unassigned,Unassigned,118_0,Clustered,66,VC_118_0,66,0.9514,1.0,0.9514,0,0,0,1.0
14277,OK570184,Unassigned,Unassigned,Unassigned,483_0,Clustered,6,VC_483_0,6,0.1371,1.0,0.1371,0,0,0,1.0
14278,OK570186,Unassigned,Unassigned,Unassigned,854_0,Clustered,2,VC_854_0,2,0.6105,0.84715025,0.5172,0,0,0,1.0
14279,OK570375,Unassigned,Unassigned,Unassigned,289_74,Clustered/Singleton,1,VC_289_74,1,0.0,0.0,0.0,0,0,0,1.0
14280,OK583892,Unassigned,Unassigned,Unassigned,118_0,Clustered,66,VC_118_0,66,0.9514,1.0,0.9514,0,0,0,1.0
14281,OK625527,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
14282,OK625546,Unassigned,Unassigned,Unassigned,885_0,Clustered,18,VC_885_0,18,0.9909,1.0,0.9909,0,0,0,1.0
14283,OK631811,Unassigned,Unassigned,Unassigned,518_0,Clustered,33,VC_518_0,33,0.5064,1.0,0.5064,0,0,0,0.9716
14284,OK631812,Unassigned,Unassigned,Unassigned,680_0,Clustered,19,VC_680_0,19,0.2037,0.99999962,0.2037,0,0,0,1.0
14285,OK631813,Unassigned,Unassigned,Unassigned,680_0,Clustered,19,VC_680_0,19,0.2037,0.99999962,0.2037,0,0,0,1.0
14286,OK632025,Unassigned,Unassigned,Unassigned,842_0,Clustered,3,VC_842_0,3,0.2164,0.99913043,0.2162,0,0,0,1.0
14287,OK632026,Unassigned,Unassigned,Unassigned,1378_0,Clustered,6,VC_1378_0,6,0.2108,0.48439468,0.1021,0,0,0,1.0
14288,OK638201,Unassigned,Unassigned,Unassigned,1034_0,Clustered,7,VC_1034_0,7,0.9422,1.0,0.9422,0,0,0,1.0
14289,OK638202,Unassigned,Unassigned,Unassigned,1034_0,Clustered,7,VC_1034_0,7,0.9422,1.0,0.9422,0,0,0,1.0
14290,OK638203,Unassigned,Unassigned,Unassigned,1034_0,Clustered,7,VC_1034_0,7,0.9422,1.0,0.9422,0,0,0,1.0
14291,OK649958,Unassigned,Unassigned,Unassigned,310_0,Clustered,33,VC_310_0,33,0.8784,1.0,0.8784,0,0,0,1.0
14292,OK655936,Unassigned,Unassigned,Unassigned,937_0,Clustered,64,VC_937_0,64,0.8744,1.0,0.8744,0,0,0,1.0
14293,OK663600,Unassigned,Unassigned,Unassigned,419_0,Clustered,48,VC_419_0,48,0.7806,1.0,0.7806,0,0,0,1.0
14294,OK665488,Unassigned,Unassigned,Unassigned,847_0,Clustered,25,VC_847_0,25,0.8251,1.0,0.8251,0,0,0,1.0
14295,OK665835,Unassigned,Unassigned,Unassigned,198_19,Clustered,5,VC_198_19,5,0.0305,0.99999988,0.0305,0,0,0,1.0
14296,OK665842,Unassigned,Unassigned,Unassigned,249_0,Clustered,19,VC_249_0,19,0.6336,1.0,0.6336,0,0,0,0.848
14297,OK905446,Unassigned,Unassigned,Unassigned,560_1,Clustered,6,VC_560_1,6,0.1482,0.99954666,0.1481,0,0,0,1.0
14298,OK913679,Unassigned,Unassigned,Unassigned,122_0,Clustered,13,VC_122_0,13,0.9996,0.99919482,0.9988,0,0,0,1.0
14299,OK913680,Unassigned,Unassigned,Unassigned,122_0,Clustered,13,VC_122_0,13,0.9996,0.99919482,0.9988,0,0,0,1.0
14300,OK999978,Unassigned,Unassigned,Unassigned,541_0,Clustered,75,VC_541_0,75,0.9419,1.0,0.9419,0,0,0,1.0
14301,OK999979,Unassigned,Unassigned,Unassigned,1229_0,Clustered,39,VC_1229_0,39,1.0,0.0,0.0,0,0,0,1.0
14302,OK999980,Unassigned,Unassigned,Unassigned,1077_0,Clustered,23,VC_1077_0,23,0.8172,1.0,0.8172,0,0,0,1.0
14303,OK999981,Unassigned,Unassigned,Unassigned,1229_0,Clustered,39,VC_1229_0,39,1.0,0.0,0.0,0,0,0,1.0
14304,OL310488,Unassigned,Unassigned,Unassigned,289_116,Clustered/Singleton,1,VC_289_116,1,0.0,0.0,0.0,0,0,0,1.0
14305,OL314400,Unassigned,Unassigned,Unassigned,885_0,Clustered,18,VC_885_0,18,0.9909,1.0,0.9909,0,0,0,1.0
14306,OL343755,Unassigned,Unassigned,Unassigned,1034_0,Clustered,7,VC_1034_0,7,0.9422,1.0,0.9422,0,0,0,1.0
14307,OL362041,Unassigned,Unassigned,Unassigned,289_56,Clustered/Singleton,1,VC_289_56,1,0.0,0.0,0.0,0,0,0,1.0
14308,OL362268,Unassigned,Unassigned,Unassigned,82_0,Clustered,91,VC_82_0,91,0.7898,1.0,0.7898,0,0,0,0.7724
14309,OL362269,Unassigned,Unassigned,Unassigned,82_0,Clustered,91,VC_82_0,91,0.7898,1.0,0.7898,0,0,0,0.7724
14310,OL362270,Unassigned,Unassigned,Unassigned,881_0,Clustered,31,VC_881_0,31,0.9963,1.0,0.9963,0,0,0,1.0
14311,OL362272,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
14312,OL362273,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
14313,OL362274,Unassigned,Unassigned,Unassigned,490_0,Clustered,97,VC_490_0,97,0.9136,1.0,0.9136,0,0,0,0.9805
14314,OL362275,Unassigned,Unassigned,Unassigned,481_0,Clustered,79,VC_481_0,79,0.9991,1.0,0.9991,0,0,0,1.0
14315,OL362276,Unassigned,Unassigned,Unassigned,481_0,Clustered,79,VC_481_0,79,0.9991,1.0,0.9991,0,0,0,1.0
14316,OL362277,Unassigned,Unassigned,Unassigned,491_0,Clustered,11,VC_491_0,11,0.1218,1.0,0.1218,0,0,0,1.0
14317,OL362278,Unassigned,Unassigned,Unassigned,118_0,Clustered,66,VC_118_0,66,0.9514,1.0,0.9514,0,0,0,1.0
14318,OL362279,Unassigned,Unassigned,Unassigned,118_0,Clustered,66,VC_118_0,66,0.9514,1.0,0.9514,0,0,0,1.0
14319,OL362280,Unassigned,Unassigned,Unassigned,153_7,Clustered,62,VC_153_7,62,0.4295,1.0,0.4295,0,0,0,0.88
14320,OL396571,Unassigned,Unassigned,Unassigned,42_1,Clustered,4,VC_42_1,4,0.1482,0.95107304,0.1409,0,0,0,1.0
14321,OL409034,Unassigned,Unassigned,Unassigned,421_0,Clustered,88,VC_421_0,88,0.9495,1.0,0.9495,0,0,0,1.0
14322,OL416096,Unassigned,Unassigned,Unassigned,119_0,Clustered,8,VC_119_0,8,0.2982,1.0,0.2982,0,0,0,1.0
14323,OL436139,Unassigned,Unassigned,Unassigned,653_0,Clustered,112,VC_653_0,112,0.7111,1.0,0.7111,0,0,0,0.9131
14324,OL441337,Unassigned,Unassigned,Unassigned,502_0,Clustered,44,VC_502_0,44,0.9046,1.0,0.9046,0,0,0,1.0
14325,OL451225,Unassigned,Unassigned,Unassigned,293_1,Clustered,8,VC_293_1,8,0.0779,1.0,0.0779,0,0,0,0.8571
